0,1,2,3,4
2359,5121,1852,175.76776,5096.97875
5586,4529,1853,4296.60935,4877.18432
222,2915,1853,2061.6109,5122.86107
2833,2511,1853,987.28141,9500.35581
8570,4838,1853,7548.06655,345.34738
5974,269,1853,4864.53335,9477.4154
9846,7577,1853,9591.33227,3671.53963
9127,397,1853,6502.69444,3321.80815
8842,445,1854,6171.38387,3151.13951
5344,2126,1854,8914.02634,3790.39817
6388,4504,1854,9271.73617,1748.16263
3783,3545,1854,7469.92338,4052.80119
1925,2693,1854,5202.36216,1699.53925
5855,2278,1854,1200.22565,858.28865
9761,5396,1854,6352.23767,5216.91166
9748,3043,1855,7761.38129,1787.28543
9115,6933,1855,2332.5616,9493.81858
9501,6527,1855,1886.09108,9645.84418
9124,9924,1855,8401.82315,7079.91572
3278,9025,1855,6308.77748,8726.01258
1366,1683,1855,4968.5473,5090.91351
6569,9443,1855,7632.12386,6429.85344
7709,4938,1855,7433.90973,645.16523
9902,8800,1855,3555.64224,6803.48677
9960,9154,1855,9069.47672,9932.91362
5841,5977,1855,2084.85339,1132.62733
3559,7453,1855,6948.10408,1503.08345
6769,576,1855,6152.26058,4771.18256
4462,392,1855,6876.56217,4717.53423
9873,324,1856,2876.0026,8373.2736
5317,3730,1856,6007.11072,3103.10382
4001,9445,1856,9644.56033,9125.98302
550,9309,1856,3886.92533,8073.64671
6601,1120,1856,2742.00089,911.32515
6533,6839,1856,2596.67724,8803.7645
8908,8827,1856,4335.25614,1941.05919
141,9900,1856,9291.48784,5735.5194
3035,3608,1857,3588.72529,3893.71453
6388,3326,1857,5084.22001,1901.12149
3187,4397,1857,8744.97273,1646.4557
7399,2525,1857,8536.11821,4041.34069
9267,8566,1857,4856.17538,3874.03179
4819,2779,1857,9298.48178,9014.60975
943,5236,1857,6317.5017,1052.24603
6941,905,1857,9993.25603,7698.69274
6287,8666,1857,7989.83139,9790.25837
9044,2014,1857,2542.38898,9141.00228
6057,6662,1857,2405.25915,6613.13199
4112,8276,1857,9863.05121,9095.63321
7224,4369,1857,9499.54887,2453.8849
3090,7482,1857,776.27492,9825.59835
2390,5211,1857,2757.76568,5754.31364
2506,6640,1857,4993.44525,2629.9988
3806,2278,1857,8792.62855,4772.92677
8757,4018,1858,8283.27656,500.60529
8446,9585,1858,4561.33602,4742.23621
2748,62,1858,5081.33201,9033.71409
4646,2614,1858,8332.89416,2950.1882
7537,4039,1858,9850.23069,9147.0326
9734,8225,1858,7164.56708,6724.0215
7485,8184,1858,4532.50491,3764.40558
7285,9480,1858,8711.30812,8690.46389
3231,3,1858,9715.92282,4407.53535
570,9902,1858,7969.83014,9131.22214
7307,751,1858,1111.12213,8233.07259
2664,2739,1859,2914.59585,1864.5535
2042,2134,1859,6367.65342,304.76974
1560,9858,1859,6365.65648,5898.04091
6471,7030,1859,8706.77387,6140.59747
1279,5048,1859,1956.04297,1318.86586
9501,1650,1859,9546.46569,6075.36428
2426,2198,1859,6593.46277,6560.48401
6954,8639,1859,5151.33997,2521.17261
3283,1610,1859,8538.32455,2730.55929
5531,7436,1859,3428.72082,7633.56809
9931,3098,1860,5308.62787,6198.05111
4765,5088,1860,284.03894,9157.346
2968,3615,1860,7217.57621,4988.28103
5310,9792,1860,6588.53279,5221.16252
271,5433,1860,2278.82446,857.65526
5465,1238,1860,9762.33181,846.51444
9498,3738,1860,1538.89136,7402.69332
7628,8983,1861,4291.99314,5451.99303
9442,2640,1861,3632.31283,6208.99468
8404,3124,1861,3067.96637,9724.23011
4681,4646,1861,9523.63159,5029.89286
6498,1579,1861,5973.44054,1189.90353
9977,6685,1861,5912.15811,8481.2083
9296,5349,1861,8245.17088,2175.30106
8799,7714,1861,5418.60921,5423.42686
3927,1898,1861,3890.65861,9038.09988
5587,2796,1861,9645.31491,470.92769
2927,4239,1862,4104.22527,6723.82132
8806,3362,1862,7534.38906,2290.93947
2857,5042,1862,7601.59828,9300.34489
9852,7242,1862,4318.11456,2609.01506
514,2241,1862,4703.20323,2192.3293
8160,7651,1862,5840.69161,6042.83151
3810,2543,1862,5310.47169,9464.50202
9626,5735,1862,4605.80803,8915.70296
8131,260,1863,6298.90891,7558.20537
1911,9513,1863,5430.82486,6466.09879
8637,2356,1863,310.98087,4838.46932
589,5637,1863,8479.86045,1635.02809
2109,3340,1863,5878.79189,5837.23348
2126,2195,1863,4701.61782,9666.58596
9331,1492,1863,8792.83096,4911.50513
2803,2663,1863,3176.9556,8695.69877
3120,4891,1864,9367.07244,9640.62745
342,8192,1864,9615.93861,4302.72602
9061,4880,1864,3392.13912,7992.12818
1806,4290,1864,5924.59393,6228.72505
5779,4143,1864,8531.75754,4867.08185
1216,8019,1864,8058.24074,9738.66459
9505,9383,1864,3106.83145,8647.04113
8322,1930,1864,7322.70936,5564.91711
5134,3180,1864,2931.97826,9996.28844
8907,2536,1864,2828.29357,1257.93121
644,3588,1864,2650.1968,458.58893
7567,2937,1864,856.47632,9880.40881
9368,1565,1865,3624.0977,9226.33273
8466,7591,1865,2721.13698,8074.76687
883,5843,1865,5969.55881,7761.76496
851,1702,1865,5819.75456,9426.38844
773,101,1865,8702.04487,48.99427
6268,409,1865,829.36684,5729.47073
5934,2210,1865,5065.18537,1050.83171
8276,3878,1865,7515.71022,5939.5367
9530,4172,1865,3990.8755,4579.97552
4500,3620,1866,9715.93356,5655.62237
8689,4422,1866,8958.07565,6653.15185
1986,4771,1866,94.05136,9356.28435
7628,4363,1866,3252.23273,4929.8131
8804,8326,1866,9056.77321,344.71129
2085,9905,1866,4283.34022,1170.91649
3870,9720,1866,932.43527,8856.29032
5672,7646,1866,5471.21625,1463.32483
1491,6235,1866,9604.55283,1894.09243
9265,1137,1866,2462.97114,6875.83056
7479,6425,1867,7539.15808,1265.53854
2824,3572,1867,1850.5534,2316.44467
498,8485,1867,3221.3237,9670.48579
2839,7772,1867,2838.04216,1070.11021
4057,4820,1867,1744.28146,2389.83454
7190,8529,1868,3804.11482,470.5645
9619,1868,1868,5026.12441,533.8042
4623,4501,1868,150.90216,7645.89574
5180,869,1868,8997.43005,647.81739
9640,937,1868,6905.26861,9323.93812
4060,773,1868,7022.49038,8098.02047
5499,3124,1868,4842.29063,3211.61635
5449,3261,1868,6926.92067,9778.07412
6329,1866,1868,8115.15993,9973.19445
387,9937,1868,4700.33952,2319.59666
471,1756,1868,7704.1433,468.39567
3647,549,1869,4072.20503,6938.87747
2882,9433,1869,315.36611,4479.69255
6379,2406,1869,2405.4577,4725.26997
2536,2732,1869,9781.29823,1944.57188
6516,5084,1869,3897.85913,3687.12336
4645,845,1869,9580.01293,6085.62994
420,1773,1869,8336.42907,5379.79987
8843,6998,1869,2048.81411,5876.08805
192,3309,1869,9251.79115,9014.8771
839,1647,1869,1917.86776,5682.93387
1293,2702,1869,7978.94911,4056.06804
9233,6824,1869,438.25564,8004.47239
1262,8533,1870,2515.81868,5272.70935
6153,1463,1870,3650.97874,8537.5855
4554,7553,1870,6202.49135,4069.64844
1996,7347,1870,3147.57544,5502.2906
2668,1015,1870,7147.8719,8837.83215
6246,7058,1870,2584.43934,713.25237
1674,1894,1870,8530.94076,2585.89443
7603,5504,1870,6726.91112,5909.54193
4290,7802,1870,3545.06871,3463.56627
6327,5449,1870,2617.13642,986.53142
5093,7285,1871,9360.14252,5244.97495
9686,4574,1871,8457.55505,6920.4439
4519,7579,1871,7102.2428,7893.80479
8820,877,1871,7445.87021,107.63262
6757,8598,1871,6501.56373,1024.29667
8364,4953,1871,8295.47714,7863.49228
1053,5440,1871,6569.70651,9184.07659
4103,4343,1871,1923.32279,7148.10625
9421,1367,1871,1865.92136,7074.74635
5175,7642,1871,5807.07619,6260.14951
1347,7295,1872,1659.79563,5465.84304
305,7461,1872,5803.17531,9076.31905
8268,7052,1872,5334.47752,4884.72192
951,674,1872,5002.18495,6536.38834
6140,4942,1872,583.64653,670.66438
8072,162,1872,8207.32077,1980.40038
8238,5532,1872,5317.18975,570.27085
3096,899,1872,8210.8565,2823.73906
1738,6505,1872,8275.25132,7453.80145
4347,4414,1872,5292.89057,9094.56637
7648,7548,1873,9594.1932,5073.59676
3618,6923,1873,6239.79105,1583.41245
8954,9998,1873,4257.12017,5576.85575
6037,455,1873,7054.57759,1002.86138
4769,8713,1873,4258.23253,4245.50355
415,5510,1873,4805.80256,5378.07019
5820,9953,1873,7424.97343,2004.84499
473,2239,1873,449.69986,6371.55937
320,6501,1873,2876.76282,2109.05525
6478,7156,1873,5596.67839,7490.23409
1766,5560,1873,4816.04109,6696.44233
2596,2785,1873,2905.73231,2476.92474
1118,6287,1874,7956.75226,4524.60102
537,9835,1874,1615.8657,6242.715
1778,4831,1874,7823.11249,117.25699
3212,70,1874,4244.32795,2868.58322
9658,2729,1874,5154.65233,688.31801
7842,7885,1874,6159.61327,6668.07892
1637,1347,1874,5499.92013,6745.01757
7211,497,1874,1272.96678,6426.35344
3946,1864,1874,7833.34035,1617.47021
4490,2638,1874,4214.50488,8104.64872
9152,6656,1874,5401.3832,7039.56188
7572,131,1874,7121.38826,7270.68541
1755,289,1874,3583.09801,4583.10232
2727,7463,1874,3731.33541,300.86655
661,3011,1875,4706.42269,4503.13032
5634,5847,1875,4942.49514,8183.66796
8968,620,1875,7540.92411,2271.01162
37,5475,1875,140.2691,2750.24423
3780,8878,1875,3273.33516,6177.90215
5470,9175,1875,6013.82713,989.627
8838,6718,1875,2814.63522,6219.51763
5461,7703,1876,741.58911,9509.51646
6978,6554,1876,9940.4047,3797.59603
947,8177,1876,8037.95333,2361.87511
3847,6655,1876,3644.89531,8652.55745
2320,6912,1876,4976.67732,8506.93086
6305,5475,1876,9422.35916,5456.6451
5838,1049,1876,2681.74394,9936.39884
53,7776,1876,4965.80096,1780.96942
7241,7818,1876,7782.855,8827.10062
9141,1167,1877,4315.73192,2943.71177
1603,7701,1877,3448.03846,2250.70293
9518,9390,1877,2148.98125,6781.83521
3946,3127,1877,687.52013,7317.51878
4462,283,1877,8121.64017,3115.33348
3907,118,1877,3120.68035,1441.99146
5717,3019,1877,527.15807,2757.41542
6625,2681,1877,7693.09969,8493.22789
6836,526,1877,5899.49296,1744.53019
6818,5716,1877,8872.39126,1044.41905
9782,3623,1877,6367.39482,3796.79001
6199,9806,1878,7329.59465,6762.59045
6765,4349,1878,125.88246,7064.0584
7664,5284,1878,8856.37232,4265.8232
5159,1130,1878,1161.91099,1383.50104
3431,8233,1878,6412.94623,8288.6384
2862,2133,1879,9074.80406,7901.59639
6726,3737,1879,3363.31046,2280.62324
8449,473,1879,7043.89209,1271.4958
4782,9264,1879,7495.84744,7201.43546
8001,2019,1879,914.42633,3243.33153
8213,2031,1879,746.70742,7113.36522
4063,4755,1879,4410.08449,2881.06187
6970,6711,1879,3176.52752,6054.11252
5439,1859,1879,2617.68184,602.803
5201,4393,1879,3591.45673,5365.86396
6578,4374,1879,1929.17904,4368.26678
1653,9156,1879,580.88477,6991.77814
2420,2934,1879,9702.04411,6330.82177
2578,4116,1879,1479.89683,4283.79456
2045,6063,1879,5303.43571,4325.97205
4537,2821,1879,9625.19391,9322.93989
8687,5718,1879,3950.66313,2344.95153
9846,7563,1880,3191.80074,2000.85313
8688,4957,1880,4973.93934,497.63951
1205,8189,1880,7982.66791,5956.55475
2037,6292,1880,1694.62144,1773.0864
6705,8575,1880,5001.32003,661.92261
736,9601,1880,1097.64155,437.71455
6616,8292,1880,7030.74596,1958.24391
5236,5500,1881,5616.43577,3583.1473
643,1745,1881,3342.38211,2187.15175
935,6232,1881,3474.28468,9814.479
510,544,1881,5142.30664,3078.21905
2269,9657,1881,530.45993,5952.03932
8252,9076,1881,4720.06145,5517.60821
9091,6544,1881,445.16295,3798.6919
7591,2816,1881,1808.11405,2133.79718
9673,8153,1881,5850.30845,7618.20284
9981,471,1881,6017.43481,7567.40994
7211,6983,1881,2905.58462,6439.42254
415,7989,1882,4260.48968,7852.19508
8761,4720,1882,3697.09822,1409.78459
432,8031,1882,3010.57534,1865.19934
1260,5349,1882,2817.06764,1625.10832
6623,8713,1882,1937.7921,725.3894
2605,1040,1882,638.06361,3716.09171
131,7087,1882,2554.77284,2591.46934
6712,9538,1883,2494.76362,8655.49774
1711,6386,1883,9433.35083,3233.47475
4495,1532,1883,7605.3054,1721.57103
6976,3394,1883,3057.84475,6666.59428
8454,9218,1883,573.54715,3351.57025
2102,6496,1883,5180.26085,7410.24494
4687,9972,1883,8859.51111,7374.74935
8460,2398,1883,7816.49872,7935.69421
222,5806,1883,5805.9518,3108.14236
6707,1041,1883,2358.55122,1485.68154
4217,3881,1883,5590.07712,9358.69418
3888,9843,1883,5086.90343,7728.16878
8419,9758,1884,3251.62124,8897.71281
5436,2325,1884,1122.13186,9981.05749
7288,4752,1884,2672.38791,7804.46427
8499,9851,1884,9568.88704,719.00039
5087,6675,1884,9237.50343,516.5513
7264,2119,1884,9985.16823,5343.45443
3368,8013,1884,7451.80917,2369.57794
6204,7032,1885,8873.27138,2642.70186
6693,8039,1885,2038.66207,3968.0738
7033,576,1885,6479.9874,9217.28331
5846,4621,1885,703.59646,495.56616
2806,374,1885,6839.99454,7322.68395
1332,912,1885,7444.55351,1829.54604
8384,4938,1885,805.8468,948.60529
9639,2144,1885,7332.17806,5824.78346
4342,2712,1885,7643.58889,7570.4761
3634,487,1885,3506.1698,5114.23735
1454,9011,1885,454.2082,9969.00896
2615,9557,1885,5563.78834,907.70054
4320,5958,1886,8250.96057,5328.94803
897,6600,1886,7460.73929,5331.6756
7663,3934,1886,8155.76334,1971.08615
5690,2980,1887,8800.68369,2898.2967
4143,6242,1887,979.21372,3380.30369
2806,6699,1887,9970.31743,3625.49542
5347,9727,1887,6498.2271,7670.76726
3293,8974,1887,7409.38496,4713.80107
659,728,1887,3861.21061,9214.86013
9953,2218,1887,7076.36284,8449.78117
7150,7120,1887,8739.65599,3439.75142
1913,4909,1887,7979.78042,3987.76652
5107,1223,1887,2095.1158,2435.40865
7197,5212,1887,2226.93892,5727.73834
1410,3972,1887,1832.95242,9796.2576
845,2218,1888,9157.03405,9894.79374
6513,7725,1888,8700.07319,5554.66138
41,2470,1888,6233.43797,744.31209
2041,8840,1888,4022.75555,1784.23599
4428,7810,1888,1820.76018,3750.01281
4488,4464,1888,2069.12417,6968.60475
3663,9304,1888,7818.79147,1463.24816
5141,3729,1888,8443.78262,1877.89058
4026,1231,1888,2788.21711,421.74767
5145,8799,1888,5751.18048,2916.72375
845,6366,1888,551.28949,4318.4307
4462,173,1888,4880.1209,5107.2834
5454,2403,1889,2041.65008,5492.689
1979,6221,1889,5142.36467,8857.45379
9201,5389,1889,565.78606,6148.79861
2607,353,1889,3639.26943,6532.19628
3739,9916,1889,3097.3856,5618.22979
3153,2583,1889,8376.99215,6011.63312
801,9062,1889,5050.38126,2501.081
9495,9375,1889,6793.64868,5415.93734
412,4005,1889,9907.27705,4387.4419
5803,7744,1889,5530.5364,8861.18678
213,9011,1890,3286.94827,1066.26859
1491,2562,1891,8139.06668,285.14331
8522,8976,1891,4399.61232,1050.99887
6769,956,1891,4005.53137,8141.50272
1664,7406,1891,1201.65773,3712.86479
9061,4866,1891,8814.72861,4166.97354
6400,7465,1891,6554.56909,6234.72182
3469,7630,1891,6152.74918,761.00005
1431,8616,1891,8803.48969,8882.68598
3802,7535,1891,5950.73636,7451.94704
7823,2565,1891,7230.2488,8895.41314
93,1610,1891,7995.06152,919.80726
5601,7345,1891,3118.983,2977.57641
9854,3577,1891,666.65044,799.41217
265,3695,1892,5128.05978,8648.15845
3305,9728,1892,8632.0144,8034.52438
3123,91,1892,5226.17676,706.15105
5671,160,1892,9837.42597,3498.97504
7143,3004,1892,964.6297,1667.77077
5347,6949,1892,2089.47116,2101.13724
2030,2471,1892,7326.91601,2048.77533
3799,2409,1892,2323.26542,2991.17421
9655,9406,1892,8211.15776,5244.75583
1674,2486,1892,2245.56841,5009.61814
564,7402,1893,5606.14208,2694.08425
9561,3020,1893,9184.39738,2279.4105
2505,8794,1893,9653.73012,7556.16144
1704,2936,1893,7827.78202,2095.69866
9210,4024,1893,8346.60947,6224.78135
3231,4910,1893,3195.39798,6891.21991
507,5626,1893,3546.03506,2356.29909
6167,2878,1893,339.7257,8107.24035
487,9136,1893,4991.406,6239.87025
1121,2814,1894,2752.90786,3843.27055
9311,2335,1894,598.479,87.64254
5751,8555,1894,8895.8264,4794.01572
2895,2287,1894,7293.67752,9884.72238
4727,203,1894,1454.04479,7175.56015
7086,3400,1894,1352.53767,2921.1571
5148,9131,1894,9198.05035,1512.01013
5716,2693,1894,3800.70503,4707.45369
1502,3809,1894,5409.97266,5453.231
8229,1398,1894,7881.94852,8087.52181
3386,1500,1894,747.68161,2070.66002
7364,5940,1895,6123.82964,5238.198
7070,4743,1895,1063.41196,5069.66468
4843,3855,1895,7554.68504,1560.50693
9167,6858,1895,5421.0651,604.06851
8684,6339,1895,6846.65872,5685.21895
8559,115,1895,7649.09033,7325.15558
8974,2220,1895,7725.72976,1702.47894
9559,6921,1895,8645.82278,5480.6924
6211,5417,1895,4403.57145,7414.28892
5761,4882,1896,9384.22299,5014.48687
1700,4514,1896,9171.27368,695.76784
2303,1794,1896,9276.55118,4388.62067
6679,7632,1896,8124.90122,8242.68684
9789,9644,1896,3161.47989,9593.33298
8817,189,1896,1093.0391,6554.64057
853,2051,1896,4483.35641,1815.593
7384,9161,1896,4922.16391,3093.38136
8352,3916,1896,4251.08337,93.91239
3784,5222,1896,2679.14544,2207.56989
3351,4025,1896,9858.69685,6533.55682
7362,9662,1897,538.63334,8060.14165
551,529,1897,3512.47418,9857.02229
9772,3274,1897,8283.68574,5625.22896
1488,7660,1897,859.03807,3803.04543
7468,4784,1897,8975.78924,3299.88136
2900,9293,1897,2268.61194,2454.72659
6106,1391,1897,604.08926,6732.66159
7402,1281,1897,6340.79621,2898.34408
5097,819,1897,9761.62652,4268.92709
4743,4028,1897,3754.03788,5063.00879
6063,6809,1897,5347.27695,261.38733
5126,3514,1897,1721.136,9142.35825
8454,933,1897,6343.19602,9838.85323
4346,6851,1897,6043.09941,3498.85724
9416,864,1897,8927.50769,1715.18179
1338,673,1897,8682.45809,1369.3351
6593,4611,1897,7164.39926,5205.76102
8452,6934,1898,5880.82691,6521.61608
9602,4127,1898,6782.27625,7826.53908
7931,940,1898,2452.45357,4396.30004
6740,7110,1898,3734.24484,9135.22233
2695,2478,1898,2787.79624,7534.76696
2239,9389,1898,2303.91504,3165.68759
4978,1772,1898,7647.46231,3230.03221
9793,4845,1898,1224.03326,2946.35693
6446,1778,1898,7639.57664,7659.19599
876,1518,1898,8857.24873,7148.06542
6026,173,1898,7216.65627,4279.78077
6668,2147,1898,1368.69773,699.40687
4753,9080,1898,3506.81706,1476.65712
8369,6315,1898,5959.04845,9796.4679
9219,4813,1898,7561.25493,6784.15384
5874,5920,1898,8558.6017,5850.51838
9145,449,1898,7913.55868,9269.41483
5142,5084,1898,8217.83398,7176.26516
5047,6207,1899,4021.0567,2263.94574
8529,1274,1899,1116.65643,1828.12455
9326,8316,1899,6971.18682,493.093
5411,454,1899,6311.95796,6387.36032
6871,3550,1899,8199.46484,5008.18218
2293,725,1899,2228.4102,6761.97155
2729,5643,1899,3015.63813,9390.79707
8393,212,1899,7203.22961,5256.92043
9528,9906,1899,5291.64755,7175.62958
4603,621,1899,7398.72084,4940.9131
8316,58,1899,8987.98622,6461.03188
5422,3841,1899,5528.93439,1221.08949
6423,2396,1899,6530.55428,63.49632
6814,8267,1899,1258.0399,7400.84848
9132,8543,1900,4679.08412,5646.67133
2973,1474,1900,8788.89548,6377.50939
9060,8555,1900,6037.97462,6408.24238
4240,3289,1900,4540.50007,3541.06922
558,635,1900,6858.05332,7288.05583
2648,7434,1900,2997.77561,8019.25986
7846,9011,1900,6646.77217,5352.88245
6053,8746,1900,7737.19324,18.4163
1879,6706,1901,2913.21679,1550.01145
8181,5428,1901,2342.6333,593.10669
1802,7097,1901,6737.82297,1446.01807
245,402,1901,7654.49087,1998.61664
7293,4471,1901,4562.68474,9328.8633
9187,6055,1901,3478.69963,6869.16599
7803,9811,1902,1064.89349,4106.18825
4674,5514,1902,7532.74006,8148.68223
9657,2404,1902,3611.53792,9861.59789
6355,7636,1902,6609.42261,1344.6013
6594,8474,1902,2311.54064,7204.37925
3036,9425,1902,2670.25684,9528.10421
4086,212,1902,5584.21462,3535.18103
3733,3069,1902,128.13502,7872.3744
4108,9447,1902,168.28016,9947.50884
5485,459,1902,7722.63896,3861.6455
2082,6759,1903,8690.06541,5594.53883
7710,8975,1903,7275.27776,3834.09015
5259,7288,1903,7329.18247,7296.59733
1199,5002,1903,2263.49652,3360.66403
5586,8446,1903,8300.56881,4345.15537
9839,3137,1903,9112.63654,7824.41937
9983,3653,1903,7997.62833,6045.26078
4542,4669,1903,6190.98626,3895.15818
7432,9217,1903,1285.78831,6091.19865
2830,2475,1903,5928.23322,2323.67967
119,7127,1903,9626.68884,319.16041
6776,8781,1904,3669.69896,6469.18396
1816,1326,1904,4054.9964,5563.24344
4840,6502,1904,8854.27862,4454.67496
9620,243,1904,2994.01455,2125.20818
5984,9953,1904,2370.15482,6809.08589
4533,5797,1904,4323.21218,3258.94539
9288,4938,1904,229.99269,8526.31611
1545,3549,1904,7145.18422,554.58249
565,390,1904,2774.66211,6281.5085
5945,1083,1905,9451.36887,6146.40801
2911,9241,1905,9763.61073,1188.14699
6706,1038,1905,8065.27858,3245.4474
4613,3747,1905,3922.27234,732.70328
8031,7338,1905,2453.00816,4416.17492
5453,7816,1905,6598.60744,4677.85429
998,298,1905,5524.28935,9642.25239
4463,9981,1905,8100.95006,9336.41288
3927,4008,1905,3014.83359,9386.81311
2157,8448,1905,9623.99779,8647.08954
1233,6065,1905,8658.69788,4427.85902
2190,8976,1906,9953.99458,2281.29631
4857,338,1906,2477.26023,8466.84875
1294,5419,1906,1557.2096,9705.01432
7482,5278,1906,4384.83266,7030.17403
3372,9287,1906,2480.51353,8544.98463
7097,3809,1906,6420.12659,4251.26915
8290,5593,1906,582.39904,8582.39293
8260,9981,1907,4689.67871,930.26872
7434,320,1907,1168.78247,3060.49614
3076,2026,1907,1594.20632,8422.82513
6523,2509,1907,1128.68332,72.31279
5736,7259,1907,6404.82534,7853.01331
121,3709,1907,8014.96628,2382.13911
8236,8248,1907,2295.19185,159.85542
2683,4101,1907,3719.81969,7402.06495
5203,596,1907,5563.38278,7486.57751
1238,8215,1907,4673.17916,9582.04438
9784,4325,1907,7652.75164,7777.42162
3586,4582,1907,1694.37048,1027.26464
2168,1185,1908,5849.4067,4377.30731
5202,6909,1908,4451.25434,833.90334
6977,4313,1908,2361.97422,7198.96967
6095,6188,1908,8969.61236,4209.86707
4887,9224,1908,2381.20549,3336.92716
9887,4932,1908,6107.78505,9100.08389
4792,3309,1908,2102.28135,5329.70436
9382,4588,1908,3176.96384,1735.51853
8211,9956,1908,8454.02163,2977.79282
4451,8043,1908,1089.56575,172.78056
7516,3070,1908,67.41971,9991.57545
6176,4322,1908,9819.92265,514.33398
7940,8671,1909,8022.37815,9090.78106
6278,4846,1909,9148.01805,4513.63303
6967,1702,1909,1207.80101,1930.96175
9049,1782,1909,5466.3701,2656.59841
2561,1208,1909,9015.08285,651.48893
1000,8353,1909,6771.98174,2423.16273
5117,3498,1909,9205.20759,1482.48584
657,3973,1909,9533.22991,8309.83093
5643,773,1910,4143.71658,5789.38678
6921,7088,1910,7741.32327,7261.17174
1156,8018,1910,6753.0242,7352.10217
2424,7254,1910,7854.99802,6124.67375
3459,7288,1910,2218.49405,2838.20741
7041,4083,1910,8395.52718,675.86775
6115,6411,1910,2515.04286,6188.27939
8757,4972,1910,3781.50056,676.3696
5558,2115,1911,7113.21324,9702.44556
7388,5383,1911,5100.47967,1775.68594
9382,9742,1911,2670.08077,3050.3862
8623,5217,1911,4911.78858,2125.99552
3313,603,1911,8681.89145,6381.08291
8382,5648,1911,4098.13783,5720.68997
2225,9549,1911,6692.58181,6458.66271
4879,6929,1911,4095.87705,9858.08328
2987,7375,1912,4964.70788,3935.23639
771,138,1912,4792.27703,4966.77372
5182,4887,1912,2466.49465,8966.77331
8293,1395,1912,7145.92361,2709.18564
5158,5659,1912,1284.38,2974.79011
9983,1928,1912,9239.1226,1897.02004
3257,1819,1912,7216.52039,9630.32254
8084,8533,1912,9177.52496,3135.60672
9191,4720,1912,2270.66836,2232.7465
905,4640,1912,5734.19483,919.61246
3861,203,1913,3106.1776,4725.28861
4556,8014,1913,6367.57457,2037.29319
1110,5515,1913,8562.67766,1812.33487
4745,3064,1913,3170.77189,1952.11574
7980,6465,1913,340.55804,6126.88157
9964,4363,1913,217.47673,7642.45198
77,6953,1913,9662.67943,7361.96055
1431,9407,1913,143.45238,331.92813
7479,8380,1913,8390.47796,6320.43346
7748,8588,1914,7002.82237,5632.94128
2393,3564,1914,7352.82681,9107.98955
1340,8407,1914,8263.69613,2651.42527
1028,5537,1914,9820.27305,2574.97877
2836,5082,1914,6743.14753,7304.40079
8590,1111,1914,4311.75838,3294.68108
7770,3538,1914,3650.14705,1166.23638
9494,1149,1914,1008.74691,543.54077
7354,4187,1914,7032.91541,6775.98808
4565,1556,1914,3076.4069,9939.33849
1879,2453,1914,4417.91261,5896.88004
5202,3983,1914,1961.23707,6636.83835
7603,5062,1915,8044.78755,5889.0211
5518,5038,1915,3777.65833,28.5691
8845,942,1915,8939.1258,69.65171
3389,6114,1915,6354.93692,1809.27536
3167,7901,1915,9224.67181,1501.0623
1127,7559,1915,6643.14553,4835.26921
844,5680,1915,5434.66976,1048.19168
4547,5072,1915,7601.04139,7150.36682
9159,6128,1915,6072.81539,9474.8574
2411,4547,1915,8531.41188,1377.74262
8081,1965,1915,6209.78766,5162.27763
5327,1197,1916,625.77183,2577.23038
9684,44,1916,8342.32162,6068.19243
3620,8574,1916,620.89857,320.10304
6914,688,1916,4195.6728,9471.54981
2425,9489,1916,1903.16538,4332.26794
8271,2678,1916,8133.03665,1706.15413
6830,1103,1916,4404.07607,224.86564
7352,2805,1916,1593.96094,3323.07183
6162,5621,1916,1363.94764,1780.02044
2993,3045,1916,7642.09216,9816.93164
1501,1937,1917,3591.35153,5998.84647
7141,7009,1917,5808.92644,524.77634
5015,6224,1917,1452.81516,1597.46119
6992,2476,1917,8337.73503,2362.28428
2119,4034,1917,5564.44125,4101.24949
8687,1370,1917,2087.75944,167.60166
8597,8328,1917,6571.02479,9691.95063
7274,7819,1918,5185.9171,6438.54251
600,3641,1918,8966.43689,9364.13247
7895,6635,1918,301.27139,6411.42623
5184,8371,1918,4682.82708,1338.79981
870,3220,1918,8918.11335,4691.42903
1590,723,1918,1888.25884,9699.8827
5289,6754,1918,6985.49502,3578.20138
4074,6273,1918,4151.14914,8672.45889
4689,7505,1919,4095.37945,8103.16433
7634,7259,1919,8182.85871,5905.96087
7216,6537,1919,2379.14143,1207.64739
4567,1569,1919,2418.81533,1469.38096
5552,7131,1919,4452.13174,2398.66641
9991,1675,1919,5464.90667,180.96045
9491,3236,1920,8902.55282,4290.0845
1039,6045,1920,8712.58075,8533.44204
6808,7487,1920,8464.85857,1609.28713
7164,4684,1920,517.46259,6203.67453
7443,2013,1920,3263.99225,2187.14136
8921,3725,1920,280.84958,6774.86949
905,7930,1920,328.16952,7818.04598
5870,8992,1920,5893.5392,9725.18841
1492,8507,1920,2017.17113,3896.8317
8694,9761,1920,6175.16228,7807.69615
7564,4132,1920,7211.68694,8764.6135
4652,3315,1920,7154.06251,1136.48923
2355,923,1920,4387.05879,7924.78925
4346,1876,1921,6632.79138,2336.38707
7583,8660,1921,9316.57124,9571.55574
9294,360,1921,7887.45595,3302.09337
562,9751,1921,6213.45342,3050.55837
4687,7896,1921,6788.25453,98.25013
1026,3966,1921,5738.26965,9635.62336
